case_id,fir_number,case_type,crime_category,crime_subcategory,ipc_section,registration_date,incident_date,incident_time,police_station_id,district,city,state,latitude,longitude,case_status,severity,investigating_officer_id,source,description
C000086,PUNE/FIR/2019/00086,FIR,Robbery,Robbery,IPC 392,2019-08-04,2019-07-28,17:33:00,PS_VISHRANTWADI,Pune,Pune,Maharashtra,18.561654,73.874039,Closed,High,IO0339,SYNTH_INTEL_DB,Synthetic robbery case recorded for the Vishrantwadi area. Severity classification: High.
C000087,PUNE/FIR/2023/00087,Complaint,Property,Mischief causing damage,IPC 427,2024-06-30,2024-06-25,22:33:00,PS_KOTHRUD,Pune,Pune,Maharashtra,18.498794,73.797223,Registered,Medium,IO0189,SYNTH_FIR_DB,Synthetic mischief causing damage case recorded for the Kothrud area. Severity classification: Medium.
C000088,PUNE/FIR/2018/00088,FIR,Burglary,House-breaking / house-trespass,IPC 454,2021-09-22,2021-09-13,18:46:00,PS_SHIVAJINAGAR,Pune,Pune,Maharashtra,18.529285,73.83966,Closed,High,IO0095,SYNTH_CASE_DB,Synthetic house-breaking / house-trespass case recorded for the Shivajinagar area. Severity classification: High.
C000089,PUNE/FIR/2021/00089,Preliminary Inquiry,Threat,Criminal intimidation,IPC 506,2021-03-30,2021-03-16,12:37:00,PS_KONDHWA,Pune,Pune,Maharashtra,18.458185,73.882907,Under Investigation,Medium,IO0100,SYNTH_CASE_DB,Synthetic criminal intimidation case recorded for the Kondhwa area. Severity classification: Medium.
C000090,PUNE/FIR/2024/00090,FIR,Assault,Voluntarily causing hurt,IPC 323,2019-04-28,2019-04-20,20:03:00,PS_KONDHWA,Pune,Pune,Maharashtra,18.475091,73.882489,Solved,Medium,IO0214,SYNTH_FIR_DB,Synthetic voluntarily causing hurt case recorded for the Kondhwa area. Severity classification: Medium.
C000091,PUNE/FIR/2023/00091,FIR,Robbery,Robbery,IPC 392,2022-06-29,2022-06-18,20:09:00,PS_KOTHRUD,Pune,Pune,Maharashtra,18.515937,73.801115,Under Investigation,High,IO0278,SYNTH_CASE_DB,Synthetic robbery case recorded for the Kothrud area. Severity classification: High.
C000092,PUNE/FIR/2018/00092,FIR,Assault,Grievous hurt,IPC 325,2023-07-26,2023-07-23,18:57:00,PS_WAKAD,Pune,Pune,Maharashtra,18.597893,73.761245,Pending,High,IO0324,SYNTH_FIR_DB,Synthetic grievous hurt case recorded for the Wakad area. Severity classification: High.
C000093,PUNE/FIR/2024/00093,Complaint,Public Order,Rioting,IPC 147,2019-04-16,2019-04-15,09:02:00,PS_PIMPRI,Pune,Pune,Maharashtra,18.618976,73.809858,Under Investigation,Critical,IO0087,SYNTH_FIR_DB,Synthetic rioting case recorded for the Pimpri area. Severity classification: Critical.
C000094,PUNE/FIR/2018/00094,FIR,Robbery,Robbery,IPC 392,2019-12-24,2019-12-22,20:58:00,PS_HADAPSAR,Pune,Pune,Maharashtra,18.508386,73.935123,Chargesheeted,High,IO0062,SYNTH_FIR_DB,Synthetic robbery case recorded for the Hadapsar area. Severity classification: High.
C000095,PUNE/FIR/2019/00095,FIR,Fraud,Cheating,IPC 420,2021-05-21,2021-05-19,15:24:00,PS_KOTHRUD,Pune,Pune,Maharashtra,18.500579,73.806495,Under Investigation,High,IO0171,SYNTH_FIR_DB,Synthetic cheating case recorded for the Kothrud area. Severity classification: High.
C000096,PUNE/FIR/2020/00096,FIR,Burglary,House-breaking / house-trespass,IPC 454,2018-02-13,2018-02-02,19:43:00,PS_BHOSARI,Pune,Pune,Maharashtra,18.630869,73.847035,Solved,High,IO0317,SYNTH_CASE_DB,Synthetic house-breaking / house-trespass case recorded for the Bhosari area. Severity classification: High.
C000097,PUNE/FIR/2023/00097,FIR,Fraud,Criminal breach of trust,IPC 406,2022-08-06,2022-08-01,13:30:00,PS_KATRAJ,Pune,Pune,Maharashtra,18.457877,73.871608,Chargesheeted,Critical,IO0283,SYNTH_COURT_LINK,Synthetic criminal breach of trust case recorded for the Katraj area. Severity classification: Critical.
C000098,PUNE/FIR/2018/00098,FIR,Cyber Crime,Cheating by personation / cyber fraud,IPC 419/420,2022-11-17,2022-11-08,23:07:00,PS_BHOSARI,Pune,Pune,Maharashtra,18.640363,73.8581,Solved,High,IO0132,SYNTH_FIR_DB,Synthetic cheating by personation / cyber fraud case recorded for the Bhosari area. Severity classification: High.
C000099,PUNE/FIR/2020/00099,FIR,Public Order,Rioting,IPC 147,2020-03-07,2020-03-03,08:37:00,PS_SWARGATE,Pune,Pune,Maharashtra,18.504386,73.871464,Closed,High,IO0075,SYNTH_FIR_DB,Synthetic rioting case recorded for the Swargate area. Severity classification: High.
C000100,PUNE/FIR/2024/00100,FIR,Sexual Offence,Assault / criminal force to woman,IPC 354,2020-10-12,2020-09-29,11:36:00,PS_AUNDH,Pune,Pune,Maharashtra,18.565776,73.815654,Pending,High,IO0193,SYNTH_COURT_LINK,Synthetic assault / criminal force to woman case recorded for the Aundh area. Severity classification: High.
C000101,PUNE/FIR/2019/00101,FIR,Sexual Offence,Assault / criminal force to woman,IPC 354,2022-04-02,2022-03-26,11:43:00,PS_HADAPSAR,Pune,Pune,Maharashtra,18.520742,73.923571,Under Investigation,High,IO0096,SYNTH_INTEL_DB,Synthetic assault / criminal force to woman case recorded for the Hadapsar area. Severity classification: High.
C000102,PUNE/FIR/2021/00102,FIR,Cyber Crime,Cheating by personation / cyber fraud,IPC 419/420,2023-02-09,2023-01-27,12:54:00,PS_YERAWADA,Pune,Pune,Maharashtra,18.552332,73.875472,Under Investigation,High,IO0242,SYNTH_FIR_DB,Synthetic cheating by personation / cyber fraud case recorded for the Yerawada area. Severity classification: High.
C000103,PUNE/FIR/2021/00103,FIR,Robbery,Robbery,IPC 392,2021-02-25,2021-02-17,17:32:00,PS_AUNDH,Pune,Pune,Maharashtra,18.550847,73.79699,Chargesheeted,High,IO0241,SYNTH_INTEL_DB,Synthetic robbery case recorded for the Aundh area. Severity classification: High.
C000104,PUNE/FIR/2024/00104,Preliminary Inquiry,Burglary,House-breaking / house-trespass,IPC 454,2022-04-13,2022-04-02,16:35:00,PS_VIMAN_NAGAR,Pune,Pune,Maharashtra,18.5644,73.905065,Under Investigation,High,IO0237,SYNTH_CASE_DB,Synthetic house-breaking / house-trespass case recorded for the Viman Nagar area. Severity classification: High.
C000105,PUNE/FIR/2024/00105,Preliminary Inquiry,Theft,Theft of property,IPC 379,2021-12-18,2021-12-06,14:31:00,PS_WAKAD,Pune,Pune,Maharashtra,18.591874,73.761149,Registered,Medium,IO0237,SYNTH_CASE_DB,Synthetic theft of property case recorded for the Wakad area. Severity classification: Medium.
C000106,PUNE/FIR/2018/00106,Other,Property,Mischief causing damage,IPC 427,2019-01-16,2019-01-03,19:57:00,PS_CHINCHWAD,Pune,Pune,Maharashtra,18.627298,73.809967,Registered,Medium,IO0045,SYNTH_CASE_DB,Synthetic mischief causing damage case recorded for the Chinchwad area. Severity classification: Medium.
C000107,PUNE/FIR/2024/00107,FIR,Cyber Crime,Cheating by personation / cyber fraud,IPC 419/420,2020-11-04,2020-10-30,07:01:00,PS_VISHRANTWADI,Pune,Pune,Maharashtra,18.565729,73.870956,Solved,Critical,IO0183,SYNTH_LEGACY_DB,Synthetic cheating by personation / cyber fraud case recorded for the Vishrantwadi area. Severity classification: Critical.
C000108,PUNE/FIR/2022/00108,FIR,Burglary,House-breaking / house-trespass,IPC 454,2021-02-23,2021-02-16,14:10:00,PS_KONDHWA,Pune,Pune,Maharashtra,18.471874,73.888436,Unsolved,High,IO0110,SYNTH_FIR_DB,Synthetic house-breaking / house-trespass case recorded for the Kondhwa area. Severity classification: High.
C000109,PUNE/FIR/2022/00109,Preliminary Inquiry,Cyber Crime,Cheating by personation / cyber fraud,IPC 419/420,2024-06-03,2024-05-30,15:02:00,PS_KONDHWA,Pune,Pune,Maharashtra,18.476668,73.888655,Under Investigation,High,IO0079,SYNTH_CASE_DB,Synthetic cheating by personation / cyber fraud case recorded for the Kondhwa area. Severity classification: High.
C000110,PUNE/FIR/2022/00110,Preliminary Inquiry,Public Order,Rioting,IPC 147,2024-01-09,2024-01-05,16:32:00,PS_KATRAJ,Pune,Pune,Maharashtra,18.456881,73.869973,Chargesheeted,High,IO0159,SYNTH_CASE_DB,Synthetic rioting case recorded for the Katraj area. Severity classification: High.
C000111,PUNE/FIR/2018/00111,FIR,Public Order,Rioting,IPC 147,2021-04-10,2021-03-29,22:14:00,PS_YERAWADA,Pune,Pune,Maharashtra,18.557008,73.885972,Solved,High,IO0189,SYNTH_FIELD_REPORT,Synthetic rioting case recorded for the Yerawada area. Severity classification: High.
C000112,PUNE/FIR/2018/00112,Preliminary Inquiry,Cyber Crime,Cheating by personation / cyber fraud,IPC 419/420,2018-10-17,2018-10-07,15:51:00,PS_WAKAD,Pune,Pune,Maharashtra,18.605906,73.771542,Chargesheeted,High,IO0289,SYNTH_INTEL_DB,Synthetic cheating by personation / cyber fraud case recorded for the Wakad area. Severity classification: High.
C000113,PUNE/FIR/2019/00113,FIR,Robbery,Robbery,IPC 392,2024-05-07,2024-04-24,20:46:00,PS_KOTHRUD,Pune,Pune,Maharashtra,18.511256,73.806536,Pending,High,IO0173,SYNTH_LEGACY_DB,Synthetic robbery case recorded for the Kothrud area. Severity classification: High.
C000114,PUNE/FIR/2024/00114,FIR,Fraud,Cheating,IPC 420,2021-01-08,2021-01-03,13:21:00,PS_VIMAN_NAGAR,Pune,Pune,Maharashtra,18.559597,73.924417,Under Investigation,High,IO0200,SYNTH_FIELD_REPORT,Synthetic cheating case recorded for the Viman Nagar area. Severity classification: High.
C000115,PUNE/FIR/2018/00115,Complaint,Cyber Crime,Cheating by personation / cyber fraud,IPC 419/420,2019-05-11,2019-04-30,19:20:00,PS_SHIVAJINAGAR,Pune,Pune,Maharashtra,18.538962,73.838118,Unsolved,Critical,IO0023,SYNTH_FIELD_REPORT,Synthetic cheating by personation / cyber fraud case recorded for the Shivajinagar area. Severity classification: Critical.
C000116,PUNE/FIR/2023/00116,FIR,Sexual Offence,Assault / criminal force to woman,IPC 354,2021-12-14,2021-12-07,13:02:00,PS_CHINCHWAD,Pune,Pune,Maharashtra,18.621409,73.791689,Solved,High,IO0052,SYNTH_CASE_DB,Synthetic assault / criminal force to woman case recorded for the Chinchwad area. Severity classification: High.
C000117,PUNE/FIR/2022/00117,FIR,Fraud,Cheating,IPC 420,2024-02-28,2024-02-25,13:53:00,PS_VISHRANTWADI,Pune,Pune,Maharashtra,18.569779,73.875559,Under Investigation,High,IO0265,SYNTH_CASE_DB,Synthetic cheating case recorded for the Vishrantwadi area. Severity classification: High.
C000118,PUNE/FIR/2021/00118,FIR,Assault,Voluntarily causing hurt,IPC 323,2022-08-03,2022-07-26,19:13:00,PS_CHINCHWAD,Pune,Pune,Maharashtra,18.634823,73.801203,Under Investigation,Medium,IO0242,SYNTH_CASE_DB,Synthetic voluntarily causing hurt case recorded for the Chinchwad area. Severity classification: Medium.
C000119,PUNE/FIR/2024/00119,Complaint,Robbery,Robbery,IPC 392,2019-11-15,2019-11-12,18:12:00,PS_WAKAD,Pune,Pune,Maharashtra,18.591353,73.756955,Chargesheeted,High,IO0235,SYNTH_COURT_LINK,Synthetic robbery case recorded for the Wakad area. Severity classification: High.
C000120,PUNE/FIR/2024/00120,FIR,Burglary,House-breaking / house-trespass,IPC 454,2018-06-10,2018-05-28,07:21:00,PS_WAKAD,Pune,Pune,Maharashtra,18.587961,73.762208,Under Investigation,Critical,IO0088,SYNTH_CASE_DB,Synthetic house-breaking / house-trespass case recorded for the Wakad area. Severity classification: Critical.
C000121,PUNE/FIR/2024/00121,FIR,Robbery,Robbery with preparation for hurt,IPC 393,2021-12-05,2021-11-29,00:56:00,PS_SHIVAJINAGAR,Pune,Pune,Maharashtra,18.542332,73.857866,Chargesheeted,Critical,IO0225,SYNTH_CASE_DB,Synthetic robbery with preparation for hurt case recorded for the Shivajinagar area. Severity classification: Critical.
C000122,PUNE/FIR/2022/00122,Special Report,Burglary,House-breaking / house-trespass,IPC 454,2022-01-19,2022-01-11,08:24:00,PS_SHIVAJINAGAR,Pune,Pune,Maharashtra,18.522738,73.839286,Pending,Critical,IO0320,SYNTH_CASE_DB,Synthetic house-breaking / house-trespass case recorded for the Shivajinagar area. Severity classification: Critical.
C000123,PUNE/FIR/2021/00123,Complaint,Assault,Voluntarily causing hurt,IPC 323,2022-02-02,2022-01-31,22:30:00,PS_BHOSARI,Pune,Pune,Maharashtra,18.63998,73.857409,Under Investigation,Medium,IO0164,SYNTH_COURT_LINK,Synthetic voluntarily causing hurt case recorded for the Bhosari area. Severity classification: Medium.
C000124,PUNE/FIR/2023/00124,FIR,Assault,Voluntarily causing hurt,IPC 323,2019-10-07,2019-10-06,19:51:00,PS_AUNDH,Pune,Pune,Maharashtra,18.549902,73.813647,Solved,High,IO0137,SYNTH_FIELD_REPORT,Synthetic voluntarily causing hurt case recorded for the Aundh area. Severity classification: High.
C000125,PUNE/FIR/2019/00125,FIR,Assault,Voluntarily causing hurt,IPC 323,2024-04-17,2024-04-13,18:17:00,PS_PIMPRI,Pune,Pune,Maharashtra,18.632218,73.808985,Under Investigation,Medium,IO0042,SYNTH_FIELD_REPORT,Synthetic voluntarily causing hurt case recorded for the Pimpri area. Severity classification: Medium.
C000126,PUNE/FIR/2018/00126,FIR,Assault,Voluntarily causing hurt,IPC 323,2022-07-24,2022-07-10,10:10:00,PS_YERAWADA,Pune,Pune,Maharashtra,18.55987,73.878167,Registered,Medium,IO0327,SYNTH_FIR_DB,Synthetic voluntarily causing hurt case recorded for the Yerawada area. Severity classification: Medium.
C000127,PUNE/FIR/2022/00127,Complaint,Property,Mischief causing damage,IPC 427,2023-04-05,2023-03-28,22:36:00,PS_HADAPSAR,Pune,Pune,Maharashtra,18.505006,73.920469,Pending,Medium,IO0324,SYNTH_INTEL_DB,Synthetic mischief causing damage case recorded for the Hadapsar area. Severity classification: Medium.
C000128,PUNE/FIR/2018/00128,Special Report,Assault,Voluntarily causing hurt,IPC 323,2024-01-21,2024-01-12,11:22:00,PS_SHIVAJINAGAR,Pune,Pune,Maharashtra,18.535897,73.854754,Pending,Medium,IO0207,SYNTH_LEGACY_DB,Synthetic voluntarily causing hurt case recorded for the Shivajinagar area. Severity classification: Medium.
C000129,PUNE/FIR/2021/00129,FIR,Public Order,Unlawful assembly,IPC 141,2022-06-18,2022-06-18,23:46:00,PS_DHANKAWADI,Pune,Pune,Maharashtra,18.467436,73.852354,Pending,Medium,IO0276,SYNTH_FIELD_REPORT,Synthetic unlawful assembly case recorded for the Dhankawadi area. Severity classification: Medium.
C000130,PUNE/FIR/2024/00130,Complaint,Fraud,Cheating,IPC 420,2020-04-20,2020-04-06,08:09:00,PS_HADAPSAR,Pune,Pune,Maharashtra,18.50977,73.915102,Under Investigation,High,IO0175,SYNTH_CASE_DB,Synthetic cheating case recorded for the Hadapsar area. Severity classification: High.
C000131,PUNE/FIR/2024/00131,FIR,Theft,Theft in dwelling house,IPC 380,2021-03-20,2021-03-16,14:34:00,PS_CHINCHWAD,Pune,Pune,Maharashtra,18.639469,73.787732,Closed,High,IO0209,SYNTH_CASE_DB,Synthetic theft in dwelling house case recorded for the Chinchwad area. Severity classification: High.
C000132,PUNE/FIR/2022/00132,FIR,Fraud,Cheating,IPC 420,2023-11-29,2023-11-16,12:20:00,PS_AUNDH,Pune,Pune,Maharashtra,18.548514,73.799574,Closed,High,IO0291,SYNTH_FIR_DB,Synthetic cheating case recorded for the Aundh area. Severity classification: High.
C000133,PUNE/FIR/2020/00133,Complaint,Cyber Crime,Cheating by personation / cyber fraud,IPC 419/420,2018-11-29,2018-11-20,12:17:00,PS_CHINCHWAD,Pune,Pune,Maharashtra,18.621234,73.810886,Under Investigation,High,IO0153,SYNTH_FIELD_REPORT,Synthetic cheating by personation / cyber fraud case recorded for the Chinchwad area. Severity classification: High.
C000134,PUNE/FIR/2018/00134,FIR,Forgery,Using forged document,IPC 471,2021-06-01,2021-05-31,20:12:00,PS_KONDHWA,Pune,Pune,Maharashtra,18.473293,73.891669,Registered,High,IO0292,SYNTH_CASE_DB,Synthetic using forged document case recorded for the Kondhwa area. Severity classification: High.
C000135,PUNE/FIR/2023/00135,FIR,Assault,Voluntarily causing hurt,IPC 323,2023-10-24,2023-10-11,07:30:00,PS_KOTHRUD,Pune,Pune,Maharashtra,18.513598,73.815458,Unsolved,Medium,IO0144,SYNTH_FIR_DB,Synthetic voluntarily causing hurt case recorded for the Kothrud area. Severity classification: Medium.
C000136,PUNE/FIR/2018/00136,FIR,Burglary,House-breaking / house-trespass,IPC 454,2020-11-25,2020-11-11,11:09:00,PS_CHINCHWAD,Pune,Pune,Maharashtra,18.640807,73.794941,Closed,High,IO0091,SYNTH_INTEL_DB,Synthetic house-breaking / house-trespass case recorded for the Chinchwad area. Severity classification: High.
C000137,PUNE/FIR/2019/00137,FIR,Burglary,House-breaking / house-trespass,IPC 454,2018-08-16,2018-08-12,05:03:00,PS_BANER,Pune,Pune,Maharashtra,18.55217,73.787635,Solved,High,IO0138,SYNTH_FIR_DB,Synthetic house-breaking / house-trespass case recorded for the Baner area. Severity classification: High.
C000138,PUNE/FIR/2022/00138,Preliminary Inquiry,Property,Mischief causing damage,IPC 427,2023-05-31,2023-05-28,13:34:00,PS_PIMPRI,Pune,Pune,Maharashtra,18.628194,73.7885,Pending,Medium,IO0241,SYNTH_FIR_DB,Synthetic mischief causing damage case recorded for the Pimpri area. Severity classification: Medium.
C000139,PUNE/FIR/2020/00139,FIR,Burglary,House-breaking / house-trespass,IPC 454,2022-07-22,2022-07-12,15:07:00,PS_SWARGATE,Pune,Pune,Maharashtra,18.493838,73.862936,Solved,High,IO0328,SYNTH_CASE_DB,Synthetic house-breaking / house-trespass case recorded for the Swargate area. Severity classification: High.
C000140,PUNE/FIR/2024/00140,FIR,Fraud,Cheating,IPC 420,2020-12-14,2020-12-05,13:24:00,PS_SHIVAJINAGAR,Pune,Pune,Maharashtra,18.534694,73.858739,Unsolved,Critical,IO0016,SYNTH_CASE_DB,Synthetic cheating case recorded for the Shivajinagar area. Severity classification: Critical.
C000141,PUNE/FIR/2023/00141,FIR,Burglary,House-breaking / house-trespass,IPC 454,2019-11-11,2019-11-08,19:46:00,PS_SWARGATE,Pune,Pune,Maharashtra,18.507858,73.874419,Under Investigation,Critical,IO0225,SYNTH_CASE_DB,Synthetic house-breaking / house-trespass case recorded for the Swargate area. Severity classification: Critical.
C000142,PUNE/FIR/2024/00142,Special Report,Fraud,Cheating,IPC 420,2019-12-07,2019-11-28,13:46:00,PS_DHANKAWADI,Pune,Pune,Maharashtra,18.456271,73.851451,Pending,High,IO0232,SYNTH_COURT_LINK,Synthetic cheating case recorded for the Dhankawadi area. Severity classification: High.
C000143,PUNE/FIR/2018/00143,FIR,Theft,Theft of property,IPC 379,2021-10-14,2021-10-03,21:39:00,PS_CHINCHWAD,Pune,Pune,Maharashtra,18.633057,73.794637,Chargesheeted,Medium,IO0239,SYNTH_FIR_DB,Synthetic theft of property case recorded for the Chinchwad area. Severity classification: Medium.
C000144,PUNE/FIR/2022/00144,FIR,Threat,Criminal intimidation,IPC 506,2021-07-19,2021-07-05,11:08:00,PS_PIMPRI,Pune,Pune,Maharashtra,18.619178,73.794592,Solved,High,IO0150,SYNTH_CASE_DB,Synthetic criminal intimidation case recorded for the Pimpri area. Severity classification: High.
C000145,PUNE/FIR/2021/00145,FIR,Theft,Theft of property,IPC 379,2019-07-05,2019-06-26,07:14:00,PS_CHINCHWAD,Pune,Pune,Maharashtra,18.621619,73.791867,Closed,Medium,IO0283,SYNTH_CASE_DB,Synthetic theft of property case recorded for the Chinchwad area. Severity classification: Medium.
C000146,PUNE/FIR/2019/00146,FIR,Robbery,Robbery,IPC 392,2024-01-21,2024-01-14,21:41:00,PS_WAKAD,Pune,Pune,Maharashtra,18.588752,73.773144,Pending,High,IO0041,SYNTH_COURT_LINK,Synthetic robbery case recorded for the Wakad area. Severity classification: High.
C000147,PUNE/FIR/2019/00147,FIR,Robbery,Robbery with preparation for hurt,IPC 393,2022-03-31,2022-03-19,09:30:00,PS_SWARGATE,Pune,Pune,Maharashtra,18.509736,73.854321,Solved,Critical,IO0049,SYNTH_INTEL_DB,Synthetic robbery with preparation for hurt case recorded for the Swargate area. Severity classification: Critical.
C000148,PUNE/FIR/2020/00148,FIR,Assault,Voluntarily causing hurt,IPC 323,2022-04-24,2022-04-16,23:32:00,PS_BANER,Pune,Pune,Maharashtra,18.548179,73.78351,Chargesheeted,Medium,IO0021,SYNTH_CASE_DB,Synthetic voluntarily causing hurt case recorded for the Baner area. Severity classification: Medium.
C000149,PUNE/FIR/2024/00149,FIR,Robbery,Robbery with preparation for hurt,IPC 393,2021-08-08,2021-08-08,07:46:00,PS_AUNDH,Pune,Pune,Maharashtra,18.56032,73.816636,Under Investigation,Critical,IO0086,SYNTH_FIR_DB,Synthetic robbery with preparation for hurt case recorded for the Aundh area. Severity classification: Critical.
