vehicle_id,registration_number,vehicle_type,make,model,color,registration_date,registered_owner_id,current_owner_id,status,insurance_status,source
V000203,MH12AC0311,Car,Toyota,Innova,Silver,2022-05-30,P000364,P000364,Active,Active,SYNTH_RTO_DB
V000204,MH12AC0448,Car,Tata,Nexon,Brown,2012-01-29,P002324,P002324,Active,Active,SYNTH_VEHICLE_REGISTRY
V000205,MH12AC0585,Car,Hyundai,i20,Red,2023-12-16,P006134,P004427,Transferred,Active,SYNTH_VEHICLE_REGISTRY
V000206,MH12AC0622,Scooter,Suzuki,Access,Grey,2016-11-26,P006267,P000227,Transferred,Active,SYNTH_RTO_DB
V000207,MH12AC0759,Commercial,Tata,Ace,Silver,2022-07-02,P001571,P001571,Scrapped,Active,SYNTH_FIELD_DB
V000208,MH12AC0896,Commercial,Tata,Ace,White,2011-12-28,P005873,P005873,Inactive,Expired,SYNTH_VEHICLE_REGISTRY
V000209,MH12AC0933,Car,Toyota,Innova,Black,2016-06-16,P006405,P006405,Active,Active,SYNTH_INSURANCE_DB
V000210,MH12AC1070,Car,Hyundai,Creta,Blue,2021-01-20,P003978,P003978,Active,Expired,SYNTH_INSURANCE_DB
V000211,MH12AC1107,Car,Tata,Nexon,White,2019-12-31,P001965,P002568,Transferred,Active,SYNTH_FIELD_DB
V000212,MH12AC1244,Car,Hyundai,Creta,Black,2019-07-24,P004175,P004175,Scrapped,Active,SYNTH_RTO_DB
V000213,MH12AC1381,Car,Mahindra,XUV300,Red,2014-10-06,P005915,P005915,Active,Active,SYNTH_INSURANCE_DB
V000214,MH12AC1418,Car,Maruti Suzuki,Swift,Silver,2014-03-21,P000170,P000170,Active,Not Available,SYNTH_FIELD_DB
V000215,MH12AC1555,Car,Mahindra,XUV300,Blue,2023-05-16,P006227,P006215,Transferred,Active,SYNTH_FIELD_DB
V000216,MH12AC1692,Scooter,Honda,Activa,Grey,2012-08-25,P003469,P003469,Active,Active,SYNTH_FIELD_DB
V000217,MH12AC1729,Scooter,Honda,Activa,Black,2010-11-15,P005410,P005410,Active,Expired,SYNTH_FIELD_DB
V000218,MH12AC1866,Car,Maruti Suzuki,Swift,Green,2014-12-17,P005845,P005845,Active,Expired,SYNTH_VEHICLE_REGISTRY
V000219,MH12AC1903,Car,Hyundai,Creta,Red,2011-10-07,P002194,P002194,Active,Expired,SYNTH_VEHICLE_REGISTRY
V000220,MH12AC2040,Scooter,TVS,Jupiter,Black,2025-04-29,P005104,P005104,Active,Expired,SYNTH_RTO_DB
V000221,MH12AC2177,Car,Maruti Suzuki,Baleno,Silver,2023-07-04,P003562,P003562,Active,Active,SYNTH_FIELD_DB
V000222,MH12AC2214,Commercial,Tata,Ace,Silver,2012-03-16,P000970,P000970,Active,Active,SYNTH_INSURANCE_DB
V000223,MH12AC2351,Commercial,Tata,Ace,Brown,2020-05-18,P003730,P003730,Active,Active,SYNTH_VEHICLE_REGISTRY
V000224,MH12AC2488,Car,Hyundai,i20,Black,2013-12-08,P005186,P005186,Scrapped,Active,SYNTH_INSURANCE_DB
V000225,MH12AC2525,Car,Toyota,Innova,White,2014-03-28,P005467,P005467,Active,Active,SYNTH_VEHICLE_REGISTRY
V000226,MH12AC2662,Car,Mahindra,XUV300,White,2017-12-02,P004945,P004945,Stolen,Active,SYNTH_RTO_DB
V000227,MH12AC2799,Motorcycle,Honda,Shine,Black,2010-05-10,P004686,P004686,Active,Expired,SYNTH_VEHICLE_REGISTRY
V000228,MH12AC2836,Motorcycle,Hero,Splendor Plus,Green,2022-03-03,P004904,P004904,Scrapped,Active,SYNTH_INSURANCE_DB
V000229,MH12AC2973,Auto,Bajaj,RE,Black,2014-03-04,P006508,P000392,Transferred,Expired,SYNTH_FIELD_DB
V000230,MH12AC3010,Scooter,Honda,Activa,Green,2010-06-16,P004417,P004417,Active,Active,SYNTH_RTO_DB
V000231,MH12AC3147,Car,Toyota,Innova,Silver,2017-04-06,P000277,P000277,Inactive,Expired,SYNTH_FIELD_DB
V000232,MH12AC3284,Auto,Bajaj,RE,Brown,2022-10-03,P003797,P003797,Active,Active,SYNTH_INSURANCE_DB
V000233,MH12AC3321,Commercial,Tata,Ace,Grey,2023-09-27,P001804,P001804,Active,Expired,SYNTH_INSURANCE_DB
V000234,MH12AC3458,Car,Maruti Suzuki,Baleno,Green,2012-08-30,P006624,P006624,Active,Active,SYNTH_INSURANCE_DB
V000235,MH12AC3595,Motorcycle,Hero,Splendor Plus,Grey,2018-11-29,P003993,P003993,Active,Active,SYNTH_RTO_DB
V000236,MH12AC3632,Motorcycle,Honda,Shine,Red,2016-11-28,P001224,P001224,Active,Active,SYNTH_FIELD_DB
V000237,MH12AC3769,Car,Maruti Suzuki,Swift,Green,2026-06-20,P006378,P006478,Transferred,Expired,SYNTH_INSURANCE_DB
V000238,MH12AC3806,Car,Hyundai,Creta,White,2010-10-04,P000807,P000807,Active,Expired,SYNTH_INSURANCE_DB
V000239,MH12AC3943,Motorcycle,Hero,Splendor Plus,Red,2020-12-31,P005031,P005031,Scrapped,Active,SYNTH_VEHICLE_REGISTRY
V000240,MH12AC4080,Scooter,Honda,Activa,Blue,2023-04-15,P002404,P002404,Inactive,Active,SYNTH_VEHICLE_REGISTRY
V000241,MH12AC4117,Commercial,Mahindra,Bolero Pickup,Silver,2021-06-02,P004040,P004040,Inactive,Active,SYNTH_INSURANCE_DB
V000242,MH12AC4254,Auto,Bajaj,RE,Red,2024-05-01,P004887,P004887,Scrapped,Active,SYNTH_VEHICLE_REGISTRY
V000243,MH12AC4391,Car,Maruti Suzuki,Swift,Brown,2021-03-02,P005001,P005001,Active,Expired,SYNTH_INSURANCE_DB
V000244,MH12AC4428,Car,Toyota,Innova,White,2015-11-29,P002082,P002082,Active,Not Available,SYNTH_FIELD_DB
V000245,MH12AC4565,Car,Tata,Nexon,Brown,2010-10-24,P006503,P006503,Active,Active,SYNTH_FIELD_DB
V000246,MH12AC4602,Car,Maruti Suzuki,Baleno,Black,2018-04-21,P005038,P006513,Transferred,Active,SYNTH_FIELD_DB
V000247,MH12AC4739,Car,Toyota,Innova,Blue,2015-10-11,P002292,P002292,Active,Expired,SYNTH_FIELD_DB
V000248,MH12AC4876,Scooter,Suzuki,Access,Red,2024-08-19,P006016,P005298,Transferred,Not Available,SYNTH_INSURANCE_DB
V000249,MH12AC4913,Motorcycle,Honda,Shine,Black,2026-01-12,P005770,P005770,Active,Expired,SYNTH_RTO_DB
V000250,MH12AC5050,Commercial,Tata,Ace,Grey,2020-11-29,P000321,P000321,Active,Active,SYNTH_FIELD_DB
V000251,MH12AC5187,Car,Maruti Suzuki,Swift,Red,2018-07-10,P001786,P001786,Active,Active,SYNTH_FIELD_DB
V000252,MH12AC5224,Car,Toyota,Innova,Grey,2012-03-24,P004915,P003936,Transferred,Active,SYNTH_RTO_DB
V000253,MH12AC5361,Commercial,Mahindra,Bolero Pickup,White,2017-06-18,P001440,P001440,Active,Not Available,SYNTH_INSURANCE_DB
V000254,MH12AC5498,Commercial,Mahindra,Bolero Pickup,Blue,2018-10-03,P000698,P000698,Scrapped,Active,SYNTH_INSURANCE_DB
V000255,MH12AC5535,Car,Mahindra,XUV300,Red,2015-04-04,P000453,P000453,Stolen,Active,SYNTH_VEHICLE_REGISTRY
V000256,MH12AC5672,Car,Hyundai,Creta,Brown,2026-07-20,P001713,P003155,Transferred,Active,SYNTH_FIELD_DB
V000257,MH12AC5709,Scooter,Honda,Activa,Silver,2011-03-29,P000770,P000823,Transferred,Active,SYNTH_FIELD_DB
V000258,MH12AC5846,Motorcycle,Bajaj,Pulsar,Grey,2015-08-08,P005879,P005879,Active,Active,SYNTH_INSURANCE_DB
V000259,MH12AC5983,Scooter,Honda,Activa,Brown,2013-05-29,P002188,P002188,Active,Active,SYNTH_FIELD_DB
V000260,MH12AC6020,Car,Maruti Suzuki,Swift,Brown,2015-10-19,P006485,P006485,Active,Active,SYNTH_VEHICLE_REGISTRY
V000261,MH12AC6157,Motorcycle,Hero,Splendor Plus,Brown,2019-04-10,P006875,P003694,Transferred,Expired,SYNTH_VEHICLE_REGISTRY
V000262,MH12AC6294,Scooter,TVS,Jupiter,Brown,2019-12-02,P005524,P006335,Transferred,Active,SYNTH_INSURANCE_DB
V000263,MH12AC6331,Scooter,Honda,Activa,White,2016-05-04,P005660,P005660,Active,Expired,SYNTH_RTO_DB
V000264,MH12AC6468,Commercial,Tata,Ace,Silver,2010-06-01,P003963,P003963,Active,Active,SYNTH_FIELD_DB
V000265,MH12AC6505,Car,Tata,Nexon,Green,2019-04-15,P003175,P003175,Active,Expired,SYNTH_VEHICLE_REGISTRY
V000266,MH12AC6642,Car,Hyundai,i20,White,2011-05-01,P001720,P001720,Active,Active,SYNTH_RTO_DB
V000267,MH12AC6779,Scooter,TVS,Jupiter,Blue,2023-07-13,P001092,P001092,Scrapped,Active,SYNTH_FIELD_DB
V000268,MH12AC6816,Car,Mahindra,XUV300,Blue,2011-07-17,P000168,P000168,Active,Active,SYNTH_FIELD_DB
V000269,MH12AC6953,Car,Tata,Nexon,Green,2022-04-24,P004756,P002964,Transferred,Expired,SYNTH_RTO_DB
V000270,MH12AC7090,Car,Maruti Suzuki,Baleno,Green,2014-06-27,P000877,P000877,Active,Active,SYNTH_VEHICLE_REGISTRY
V000271,MH12AC7127,Commercial,Mahindra,Bolero Pickup,Green,2017-01-18,P005541,P005541,Active,Active,SYNTH_RTO_DB
V000272,MH12AC7264,Motorcycle,Hero,Splendor Plus,Red,2016-08-14,P004615,P004615,Active,Active,SYNTH_FIELD_DB
V000273,MH12AC7301,Car,Mahindra,XUV300,Grey,2021-02-23,P004190,P004190,Active,Active,SYNTH_RTO_DB
V000274,MH12AC7438,Car,Maruti Suzuki,Baleno,Blue,2017-02-06,P000448,P003131,Transferred,Active,SYNTH_RTO_DB
V000275,MH12AC7575,Commercial,Mahindra,Bolero Pickup,Blue,2017-07-21,P004861,P004861,Scrapped,Active,SYNTH_RTO_DB
V000276,MH12AC7612,Car,Maruti Suzuki,Baleno,Silver,2013-01-19,P004941,P000288,Transferred,Active,SYNTH_RTO_DB
V000277,MH12AC7749,Car,Mahindra,XUV300,Grey,2017-04-09,P002148,P002148,Active,Active,SYNTH_FIELD_DB
V000278,MH12AC7886,Car,Hyundai,i20,Green,2025-08-28,P001909,P000729,Transferred,Active,SYNTH_VEHICLE_REGISTRY
V000279,MH12AC7923,Commercial,Mahindra,Bolero Pickup,White,2025-10-11,P002588,P002588,Active,Active,SYNTH_RTO_DB
V000280,MH12AC8060,Car,Maruti Suzuki,Swift,Grey,2017-01-11,P005989,P005989,Active,Active,SYNTH_INSURANCE_DB
V000281,MH12AC8197,Scooter,Suzuki,Access,Grey,2011-12-31,P006875,P006875,Inactive,Not Available,SYNTH_INSURANCE_DB
V000282,MH12AC8234,Car,Hyundai,i20,Red,2022-01-21,P006751,P006751,Scrapped,Active,SYNTH_FIELD_DB
V000283,MH12AC8371,Motorcycle,Hero,Splendor Plus,Red,2016-03-24,P005197,P005197,Active,Expired,SYNTH_INSURANCE_DB
V000284,MH12AC8408,Commercial,Tata,Ace,Blue,2020-02-02,P004474,P004474,Active,Active,SYNTH_VEHICLE_REGISTRY
V000285,MH12AC8545,Car,Tata,Nexon,Black,2016-07-23,P003383,P003383,Scrapped,Active,SYNTH_RTO_DB
V000286,MH12AC8682,Auto,Bajaj,RE,Brown,2021-10-09,P002716,P002716,Active,Active,SYNTH_INSURANCE_DB
V000287,MH12AC8719,Scooter,Suzuki,Access,Green,2019-01-10,P002065,P002430,Transferred,Active,SYNTH_RTO_DB
V000288,MH12AC8856,Car,Tata,Nexon,Black,2011-06-24,P006860,P006860,Scrapped,Active,SYNTH_RTO_DB
V000289,MH12AC8993,Auto,Bajaj,RE,Red,2018-06-27,P006657,P006657,Active,Active,SYNTH_INSURANCE_DB
V000290,MH12AC9030,Commercial,Tata,Ace,Black,2020-09-24,P002878,P002878,Active,Active,SYNTH_INSURANCE_DB
V000291,MH12AC9167,Motorcycle,Bajaj,Pulsar,Black,2011-03-04,P005138,P005138,Inactive,Active,SYNTH_RTO_DB
V000292,MH12AC9204,Car,Hyundai,Creta,Blue,2012-07-22,P006598,P006598,Active,Active,SYNTH_INSURANCE_DB
V000293,MH12AC9341,Car,Maruti Suzuki,Baleno,White,2013-10-28,P000092,P001463,Transferred,Active,SYNTH_INSURANCE_DB
V000294,MH12AC9478,Commercial,Mahindra,Bolero Pickup,Brown,2015-05-02,P003783,P003783,Active,Expired,SYNTH_VEHICLE_REGISTRY
V000295,MH12AC9515,Car,Hyundai,Creta,Black,2022-10-28,P001151,P001151,Active,Expired,SYNTH_FIELD_DB
V000296,MH12AC9652,Car,Mahindra,XUV300,Grey,2013-12-23,P003926,P002406,Transferred,Active,SYNTH_RTO_DB
V000297,MH12AC9789,Car,Maruti Suzuki,Baleno,Black,2021-05-08,P005101,P005101,Active,Active,SYNTH_RTO_DB
V000298,MH12AC9826,Car,Maruti Suzuki,Swift,Brown,2021-11-14,P006166,P006166,Active,Active,SYNTH_INSURANCE_DB
V000299,MH12AC9963,Car,Mahindra,XUV300,Silver,2021-11-03,P003922,P003922,Active,Active,SYNTH_VEHICLE_REGISTRY
V000300,MH12AD0000,Motorcycle,Honda,Shine,Blue,2026-01-18,P003414,P003414,Active,Expired,SYNTH_FIELD_DB
V000301,MH12AD0137,Motorcycle,Bajaj,Pulsar,Grey,2010-03-19,P003141,P003141,Scrapped,Active,SYNTH_VEHICLE_REGISTRY
V000302,MH12AD0274,Car,Maruti Suzuki,Baleno,Red,2012-07-19,P000563,P000563,Active,Expired,SYNTH_INSURANCE_DB
V000303,MH12AD0311,Commercial,Tata,Ace,Red,2011-12-05,P000118,P000118,Active,Active,SYNTH_RTO_DB
V000304,MH12AD0448,Motorcycle,Hero,Splendor Plus,Green,2014-06-27,P000105,P000105,Inactive,Active,SYNTH_INSURANCE_DB
V000305,MH12AD0585,Car,Tata,Nexon,Blue,2019-09-21,P002347,P002347,Active,Active,SYNTH_RTO_DB
V000306,MH12AD0622,Motorcycle,Honda,Shine,Brown,2012-04-24,P001145,P001145,Active,Expired,SYNTH_FIELD_DB
V000307,MH12AD0759,Car,Hyundai,i20,Silver,2025-02-23,P000179,P000179,Active,Active,SYNTH_VEHICLE_REGISTRY
V000308,MH12AD0896,Car,Maruti Suzuki,Baleno,Green,2018-11-06,P006660,P006660,Active,Expired,SYNTH_INSURANCE_DB
V000309,MH12AD0933,Car,Maruti Suzuki,Swift,White,2017-03-16,P006039,P006039,Inactive,Expired,SYNTH_INSURANCE_DB
V000310,MH12AD1070,Motorcycle,Bajaj,Pulsar,Red,2012-03-03,P004932,P004932,Active,Active,SYNTH_INSURANCE_DB
V000311,MH12AD1107,Motorcycle,Bajaj,Pulsar,Black,2024-01-17,P001188,P001188,Inactive,Active,SYNTH_FIELD_DB
V000312,MH12AD1244,Scooter,TVS,Jupiter,Blue,2023-03-27,P002247,P002712,Transferred,Active,SYNTH_FIELD_DB
V000313,MH12AD1381,Auto,Bajaj,RE,Grey,2013-08-11,P004290,P000620,Transferred,Active,SYNTH_FIELD_DB
V000314,MH12AD1418,Car,Hyundai,Creta,Black,2016-01-29,P003893,P003893,Scrapped,Expired,SYNTH_VEHICLE_REGISTRY
V000315,MH12AD1555,Motorcycle,Hero,Splendor Plus,White,2017-09-11,P006804,P006804,Active,Active,SYNTH_RTO_DB
V000316,MH12AD1692,Car,Hyundai,i20,Brown,2015-03-02,P004108,P004108,Active,Active,SYNTH_INSURANCE_DB
V000317,MH12AD1729,Car,Tata,Nexon,White,2023-08-09,P003553,P003553,Active,Active,SYNTH_INSURANCE_DB
V000318,MH12AD1866,Motorcycle,Bajaj,Pulsar,White,2024-05-22,P006598,P005594,Transferred,Active,SYNTH_INSURANCE_DB
V000319,MH12AD1903,Car,Mahindra,XUV300,Silver,2016-10-29,P000178,P000830,Transferred,Active,SYNTH_VEHICLE_REGISTRY
V000320,MH12AD2040,Car,Toyota,Innova,Silver,2019-07-31,P003288,P003288,Active,Active,SYNTH_FIELD_DB
V000321,MH12AD2177,Car,Hyundai,i20,Black,2013-06-09,P001220,P001220,Active,Active,SYNTH_INSURANCE_DB
V000322,MH12AD2214,Scooter,Suzuki,Access,Grey,2011-09-08,P006129,P005312,Transferred,Active,SYNTH_RTO_DB
V000323,MH12AD2351,Car,Tata,Nexon,White,2022-12-02,P006195,P006195,Active,Active,SYNTH_INSURANCE_DB
V000324,MH12AD2488,Motorcycle,Hero,Splendor Plus,White,2026-05-01,P004852,P004852,Scrapped,Expired,SYNTH_FIELD_DB
V000325,MH12AD2525,Car,Maruti Suzuki,Swift,Red,2015-05-20,P003538,P003538,Active,Expired,SYNTH_RTO_DB
V000326,MH12AD2662,Motorcycle,Bajaj,Pulsar,Silver,2020-02-08,P002231,P002231,Active,Active,SYNTH_INSURANCE_DB
V000327,MH12AD2799,Motorcycle,Bajaj,Pulsar,Blue,2025-10-21,P001142,P001142,Active,Active,SYNTH_RTO_DB
V000328,MH12AD2836,Car,Toyota,Innova,Black,2017-03-25,P000851,P000851,Active,Active,SYNTH_FIELD_DB
V000329,MH12AD2973,Scooter,Suzuki,Access,Green,2012-03-16,P002789,P002789,Active,Active,SYNTH_INSURANCE_DB
V000330,MH12AD3010,Scooter,Suzuki,Access,Grey,2021-03-11,P004360,P004360,Active,Active,SYNTH_INSURANCE_DB
V000331,MH12AD3147,Car,Tata,Nexon,Black,2025-04-07,P002374,P002374,Active,Active,SYNTH_VEHICLE_REGISTRY
V000332,MH12AD3284,Motorcycle,Honda,Shine,Brown,2010-04-23,P002188,P002188,Active,Expired,SYNTH_INSURANCE_DB
V000333,MH12AD3321,Motorcycle,Honda,Shine,Black,2016-04-10,P001795,P003679,Transferred,Active,SYNTH_INSURANCE_DB
V000334,MH12AD3458,Commercial,Mahindra,Bolero Pickup,Black,2013-12-05,P004830,P005437,Transferred,Expired,SYNTH_RTO_DB
V000335,MH12AD3595,Car,Mahindra,XUV300,Brown,2025-05-30,P005523,P000646,Transferred,Active,SYNTH_FIELD_DB
V000336,MH12AD3632,Car,Tata,Nexon,Black,2024-03-24,P004087,P004087,Active,Expired,SYNTH_INSURANCE_DB
V000337,MH12AD3769,Scooter,Suzuki,Access,Brown,2023-01-21,P006183,P006183,Active,Active,SYNTH_FIELD_DB
V000338,MH12AD3806,Auto,Bajaj,RE,Brown,2014-10-06,P000650,P000650,Inactive,Active,SYNTH_RTO_DB
V000339,MH12AD3943,Car,Toyota,Innova,Black,2020-02-06,P004291,P004291,Active,Active,SYNTH_INSURANCE_DB
V000340,MH12AD4080,Commercial,Tata,Ace,Brown,2024-08-05,P006664,P006664,Active,Active,SYNTH_VEHICLE_REGISTRY
V000341,MH12AD4117,Car,Maruti Suzuki,Swift,Blue,2012-08-10,P000389,P000389,Active,Active,SYNTH_VEHICLE_REGISTRY
V000342,MH12AD4254,Car,Maruti Suzuki,Swift,Silver,2025-01-20,P001996,P005578,Transferred,Expired,SYNTH_INSURANCE_DB
V000343,MH12AD4391,Motorcycle,Honda,Shine,Grey,2010-11-20,P004027,P004027,Active,Active,SYNTH_FIELD_DB
V000344,MH12AD4428,Scooter,TVS,Jupiter,Silver,2026-04-22,P006141,P001154,Transferred,Active,SYNTH_INSURANCE_DB
V000345,MH12AD4565,Scooter,TVS,Jupiter,White,2012-12-02,P002354,P002354,Active,Active,SYNTH_INSURANCE_DB
V000346,MH12AD4602,Motorcycle,Honda,Shine,Grey,2011-07-18,P002230,P002230,Active,Active,SYNTH_VEHICLE_REGISTRY
V000347,MH12AD4739,Car,Hyundai,i20,Grey,2021-10-04,P000991,P005459,Transferred,Active,SYNTH_RTO_DB
V000348,MH12AD4876,Motorcycle,Hero,Splendor Plus,Brown,2017-02-15,P003514,P003514,Active,Expired,SYNTH_VEHICLE_REGISTRY
V000349,MH12AD4913,Motorcycle,Bajaj,Pulsar,Red,2020-02-09,P002023,P005113,Transferred,Active,SYNTH_INSURANCE_DB
V000350,MH12AD5050,Motorcycle,Hero,Splendor Plus,Brown,2023-06-26,P006441,P006441,Active,Not Available,SYNTH_VEHICLE_REGISTRY
V000351,MH12AD5187,Motorcycle,Hero,Splendor Plus,Black,2014-04-25,P001135,P001135,Active,Active,SYNTH_RTO_DB
V000352,MH12AD5224,Scooter,Honda,Activa,Brown,2020-05-16,P002164,P002164,Inactive,Active,SYNTH_VEHICLE_REGISTRY
V000353,MH12AD5361,Motorcycle,Honda,Shine,Blue,2025-10-06,P006099,P006265,Transferred,Not Available,SYNTH_VEHICLE_REGISTRY
V000354,MH12AD5498,Commercial,Mahindra,Bolero Pickup,Grey,2019-05-14,P000546,P002250,Transferred,Active,SYNTH_FIELD_DB
V000355,MH12AD5535,Car,Maruti Suzuki,Baleno,White,2018-07-22,P004004,P004004,Active,Expired,SYNTH_VEHICLE_REGISTRY
V000356,MH12AD5672,Car,Hyundai,Creta,Red,2024-12-08,P006294,P006294,Active,Not Available,SYNTH_VEHICLE_REGISTRY
V000357,MH12AD5709,Car,Hyundai,Creta,Grey,2023-06-02,P004914,P000724,Transferred,Active,SYNTH_VEHICLE_REGISTRY
V000358,MH12AD5846,Scooter,TVS,Jupiter,Blue,2015-11-16,P000212,P002809,Transferred,Active,SYNTH_RTO_DB
V000359,MH12AD5983,Car,Mahindra,XUV300,Red,2021-02-20,P004330,P004330,Active,Expired,SYNTH_FIELD_DB
V000360,MH12AD6020,Scooter,Suzuki,Access,Blue,2012-10-12,P004417,P004417,Active,Active,SYNTH_RTO_DB
V000361,MH12AD6157,Car,Tata,Nexon,Red,2025-06-02,P005579,P005579,Active,Active,SYNTH_INSURANCE_DB
V000362,MH12AD6294,Scooter,Suzuki,Access,Black,2024-05-06,P002707,P002914,Transferred,Active,SYNTH_VEHICLE_REGISTRY
V000363,MH12AD6331,Car,Toyota,Innova,Brown,2024-01-26,P000735,P000735,Active,Active,SYNTH_FIELD_DB
V000364,MH12AD6468,Scooter,Suzuki,Access,White,2014-05-15,P000903,P000903,Active,Active,SYNTH_VEHICLE_REGISTRY
V000365,MH12AD6505,Car,Hyundai,i20,Red,2018-09-06,P002015,P002015,Active,Expired,SYNTH_RTO_DB
V000366,MH12AD6642,Auto,Bajaj,RE,Blue,2014-09-28,P005350,P005350,Active,Active,SYNTH_RTO_DB
V000367,MH12AD6779,Car,Toyota,Innova,White,2011-08-18,P005618,P005618,Inactive,Active,SYNTH_INSURANCE_DB
V000368,MH12AD6816,Scooter,Honda,Activa,Grey,2015-01-06,P001148,P001148,Active,Expired,SYNTH_VEHICLE_REGISTRY
V000369,MH12AD6953,Motorcycle,Bajaj,Pulsar,Blue,2011-11-01,P002480,P001926,Transferred,Expired,SYNTH_INSURANCE_DB
V000370,MH12AD7090,Car,Hyundai,Creta,Brown,2019-11-01,P003473,P003473,Active,Active,SYNTH_FIELD_DB
V000371,MH12AD7127,Motorcycle,Hero,Splendor Plus,Green,2017-11-26,P003088,P003088,Scrapped,Active,SYNTH_INSURANCE_DB
V000372,MH12AD7264,Auto,Bajaj,RE,Brown,2015-11-14,P006254,P006254,Inactive,Not Available,SYNTH_INSURANCE_DB
V000373,MH12AD7301,Motorcycle,Honda,Shine,White,2020-06-15,P000875,P000875,Scrapped,Active,SYNTH_FIELD_DB
V000374,MH12AD7438,Motorcycle,Bajaj,Pulsar,Grey,2016-06-22,P001702,P001702,Inactive,Active,SYNTH_RTO_DB
V000375,MH12AD7575,Scooter,Honda,Activa,Silver,2012-12-08,P002154,P002154,Active,Active,SYNTH_RTO_DB
V000376,MH12AD7612,Motorcycle,Honda,Shine,White,2012-05-30,P004642,P004642,Active,Active,SYNTH_RTO_DB
V000377,MH12AD7749,Motorcycle,Bajaj,Pulsar,Green,2020-06-28,P002009,P005339,Transferred,Expired,SYNTH_INSURANCE_DB
V000378,MH12AD7886,Car,Maruti Suzuki,Swift,Grey,2014-07-14,P000782,P000782,Active,Active,SYNTH_RTO_DB
V000379,MH12AD7923,Car,Hyundai,i20,Green,2019-09-10,P004828,P002120,Transferred,Expired,SYNTH_RTO_DB
V000380,MH12AD8060,Car,Hyundai,i20,Black,2023-11-11,P004449,P004449,Inactive,Active,SYNTH_FIELD_DB
V000381,MH12AD8197,Motorcycle,Honda,Shine,Blue,2013-07-06,P000193,P000193,Stolen,Active,SYNTH_VEHICLE_REGISTRY
V000382,MH12AD8234,Car,Mahindra,XUV300,Brown,2011-10-24,P006744,P006744,Active,Active,SYNTH_FIELD_DB
V000383,MH12AD8371,Car,Maruti Suzuki,Swift,Red,2016-01-23,P000685,P000685,Active,Expired,SYNTH_FIELD_DB
V000384,MH12AD8408,Motorcycle,Hero,Splendor Plus,Red,2017-06-28,P003772,P003772,Active,Active,SYNTH_FIELD_DB
V000385,MH12AD8545,Commercial,Mahindra,Bolero Pickup,Green,2019-06-28,P002328,P002328,Active,Active,SYNTH_VEHICLE_REGISTRY
V000386,MH12AD8682,Motorcycle,Bajaj,Pulsar,Red,2017-10-06,P000186,P000186,Scrapped,Active,SYNTH_INSURANCE_DB
V000387,MH12AD8719,Scooter,Suzuki,Access,Red,2012-10-13,P004493,P004493,Inactive,Active,SYNTH_INSURANCE_DB
V000388,MH12AD8856,Car,Maruti Suzuki,Baleno,Blue,2021-10-23,P001216,P003932,Transferred,Not Available,SYNTH_FIELD_DB
V000389,MH12AD8993,Car,Toyota,Innova,Red,2022-08-15,P000269,P003681,Transferred,Active,SYNTH_VEHICLE_REGISTRY
V000390,MH12AD9030,Car,Mahindra,XUV300,Silver,2016-06-13,P000811,P000811,Inactive,Active,SYNTH_RTO_DB
V000391,MH12AD9167,Car,Hyundai,Creta,Grey,2025-04-18,P006050,P006050,Active,Expired,SYNTH_INSURANCE_DB
V000392,MH12AD9204,Scooter,Honda,Activa,Grey,2023-11-18,P003570,P003570,Active,Active,SYNTH_VEHICLE_REGISTRY
V000393,MH12AD9341,Scooter,TVS,Jupiter,Blue,2012-05-07,P003300,P001706,Transferred,Active,SYNTH_INSURANCE_DB
V000394,MH12AD9478,Scooter,Honda,Activa,Blue,2012-12-11,P000142,P000142,Active,Active,SYNTH_FIELD_DB
V000395,MH12AD9515,Commercial,Mahindra,Bolero Pickup,Silver,2023-11-17,P001630,P001630,Active,Active,SYNTH_VEHICLE_REGISTRY
V000396,MH12AD9652,Scooter,TVS,Jupiter,Silver,2024-01-23,P002541,P002541,Inactive,Active,SYNTH_INSURANCE_DB
V000397,MH12AD9789,Motorcycle,Bajaj,Pulsar,Black,2023-12-12,P006136,P006136,Active,Active,SYNTH_FIELD_DB
V000398,MH12AD9826,Car,Tata,Nexon,Blue,2018-08-07,P005243,P005243,Inactive,Active,SYNTH_RTO_DB
V000399,MH12AD9963,Car,Toyota,Innova,Black,2019-04-24,P005245,P006744,Transferred,Active,SYNTH_RTO_DB
V000400,MH12AE0000,Car,Toyota,Innova,Red,2015-02-01,P000561,P000418,Transferred,Active,SYNTH_FIELD_DB
V000401,MH12AE0137,Car,Maruti Suzuki,Swift,Grey,2012-03-12,P001200,P001200,Active,Active,SYNTH_RTO_DB
V000402,MH12AE0274,Car,Maruti Suzuki,Swift,Silver,2022-09-22,P001895,P001895,Active,Active,SYNTH_FIELD_DB
V000403,MH12AE0311,Motorcycle,Honda,Shine,Brown,2023-04-27,P004676,P004676,Active,Expired,SYNTH_VEHICLE_REGISTRY
V000404,MH12AE0448,Car,Tata,Nexon,Silver,2020-07-02,P004565,P004565,Active,Active,SYNTH_VEHICLE_REGISTRY
V000405,MH12AE0585,Scooter,Suzuki,Access,Silver,2015-07-15,P002989,P002989,Active,Active,SYNTH_FIELD_DB
V000406,MH12AE0622,Scooter,TVS,Jupiter,Grey,2014-07-03,P001360,P004622,Transferred,Active,SYNTH_FIELD_DB
