transaction_id,timestamp,sender_account_id,receiver_account_id,amount,currency,transaction_type,channel,merchant_id,location_id,reference_number,status,description,source
TXN0000142,2022-07-04 12:33:55,ACC004990,ACC004676,130778.88,INR,BankTransfer,POS,,LOC001912,REF7292314887,Completed,Synthetic BankTransfer transaction,SYNTH_UPI_SWITCH
TXN0000143,2025-04-12 10:20:47,ACC005032,ACC004859,76498.03,INR,IMPS,POS,,LOC002988,REF7879518955,Completed,Synthetic IMPS transaction,SYNTH_UPI_SWITCH
TXN0000144,2022-05-06 05:54:48,ACC000066,ACC000819,196536.27,INR,BankTransfer,Mobile,,LOC000296,REF1648450828,Pending,Synthetic BankTransfer transaction,SYNTH_BANK_CORE
TXN0000145,2019-05-19 03:34:19,ACC006717,ACC008390,60630.86,INR,CashDeposit,Branch,,LOC004594,REF9555488786,Completed,Synthetic CashDeposit transaction,SYNTH_CARD_SYSTEM
TXN0000146,2021-01-03 07:06:59,ACC009063,ACC008120,8828.20,INR,CashWithdrawal,Internet Banking,,LOC003061,REF5677541742,Completed,Synthetic CashWithdrawal transaction,SYNTH_NEFT_RTGS
TXN0000147,2024-11-30 22:47:52,ACC002451,ACC006134,166985.25,INR,NEFT,Mobile,,LOC000357,REF7541613964,Completed,Synthetic NEFT transaction,SYNTH_BANK_CORE
TXN0000148,2024-10-11 20:51:37,ACC001150,ACC005155,82197.39,INR,CashWithdrawal,Internet Banking,,LOC004086,REF2363093906,Completed,Synthetic CashWithdrawal transaction,SYNTH_BANK_CORE
TXN0000149,2019-08-01 21:01:28,ACC007189,ACC000076,1117013.95,INR,RTGS,Branch,,LOC003073,REF5936622573,Completed,Synthetic RTGS transaction,SYNTH_UPI_SWITCH
TXN0000150,2019-04-07 12:05:15,ACC002062,ACC001787,22965.56,INR,UPI,Mobile,MER00623,LOC001891,REF8197813254,Completed,Synthetic UPI transaction,SYNTH_LEGACY_FINANCE
TXN0000151,2023-03-17 04:29:29,ACC001181,ACC006373,382756.97,INR,NEFT,Internet Banking,,LOC003762,REF5462303740,Completed,Synthetic NEFT transaction,SYNTH_CARD_SYSTEM
TXN0000152,2019-11-11 22:06:29,ACC002948,ACC009885,63608.71,INR,UPI,Mobile,MER02086,LOC004323,REF1840599576,Completed,Synthetic UPI transaction,SYNTH_LEGACY_FINANCE
TXN0000153,2020-04-17 06:15:30,ACC007666,ACC008338,27391.48,INR,IMPS,ATM,,LOC003903,REF7652160021,Completed,Synthetic IMPS transaction,SYNTH_NEFT_RTGS
TXN0000154,2023-04-28 17:24:11,ACC002930,ACC005339,26957.73,INR,Card,ATM,MER02291,LOC002542,REF8144881827,Completed,Synthetic Card transaction,SYNTH_UPI_SWITCH
TXN0000155,2024-12-19 17:10:12,ACC008873,ACC005873,23681.47,INR,UPI,Mobile,MER02152,LOC003870,REF2257008835,Completed,Synthetic UPI transaction,SYNTH_UPI_SWITCH
TXN0000156,2022-08-09 00:20:32,ACC001168,ACC004969,2090.02,INR,UPI,API,MER01177,LOC001530,REF5598563461,Completed,Synthetic UPI transaction,SYNTH_NEFT_RTGS
TXN0000157,2020-04-26 05:50:24,ACC001476,ACC000097,195736.84,INR,BankTransfer,Branch,,LOC003236,REF4374184664,Completed,Synthetic BankTransfer transaction,SYNTH_LEGACY_FINANCE
TXN0000158,2020-12-18 14:32:41,ACC002777,ACC009446,57613.35,INR,IMPS,API,,LOC000596,REF3569551801,Completed,Synthetic IMPS transaction,SYNTH_NEFT_RTGS
TXN0000159,2022-02-21 00:44:20,ACC008409,ACC003485,40596.96,INR,Card,Branch,MER02753,LOC004396,REF8527873951,Completed,Synthetic Card transaction,SYNTH_CARD_SYSTEM
TXN0000160,2022-10-24 23:21:07,ACC003221,ACC004295,27901.61,INR,UPI,ATM,MER00281,LOC002551,REF5446211228,Completed,Synthetic UPI transaction,SYNTH_UPI_SWITCH
TXN0000161,2025-04-23 04:57:18,ACC001629,ACC004504,137344.05,INR,NEFT,Branch,,LOC003884,REF2431193158,Completed,Synthetic NEFT transaction,SYNTH_UPI_SWITCH
TXN0000162,2020-02-22 00:27:32,ACC006769,ACC008054,33282.27,INR,Card,Internet Banking,MER01851,LOC000859,REF8046099961,Reversed,Synthetic Card transaction,SYNTH_NEFT_RTGS
TXN0000163,2023-12-02 04:20:36,ACC002104,ACC003076,35668.32,INR,NEFT,POS,,LOC001281,REF6245115541,Completed,Synthetic NEFT transaction,SYNTH_UPI_SWITCH
TXN0000164,2023-08-07 11:15:31,ACC004499,ACC009305,39711.48,INR,UPI,ATM,MER00847,LOC002216,REF9761113188,Completed,Synthetic UPI transaction,SYNTH_LEGACY_FINANCE
TXN0000165,2026-08-27 21:05:50,ACC009825,ACC002415,445721.23,INR,NEFT,Mobile,,LOC001792,REF2682769215,Completed,Synthetic NEFT transaction,SYNTH_LEGACY_FINANCE
TXN0000166,2023-08-22 12:44:28,ACC002806,ACC008608,271967.83,INR,BankTransfer,ATM,,LOC004261,REF5269969113,Completed,Synthetic BankTransfer transaction,SYNTH_BANK_CORE
TXN0000167,2020-09-24 08:54:51,ACC004078,ACC003678,66991.24,INR,UPI,Branch,MER01246,LOC002154,REF2492795168,Completed,Synthetic UPI transaction,SYNTH_CARD_SYSTEM
TXN0000168,2026-02-14 23:54:03,ACC005762,ACC002698,261929.39,INR,BankTransfer,ATM,,LOC004388,REF5033996501,Completed,Synthetic BankTransfer transaction,SYNTH_NEFT_RTGS
TXN0000169,2024-01-16 09:41:56,ACC004363,ACC004923,12109.20,INR,Card,Mobile,MER00436,LOC002699,REF6894021269,Completed,Synthetic Card transaction,SYNTH_NEFT_RTGS
TXN0000170,2026-08-01 17:32:27,ACC006328,ACC005386,186239.07,INR,IMPS,Internet Banking,,LOC000737,REF6343760923,Completed,Synthetic IMPS transaction,SYNTH_CARD_SYSTEM
TXN0000171,2023-04-13 19:12:40,ACC000870,ACC004470,230392.00,INR,BankTransfer,ATM,,LOC002036,REF9519243497,Completed,Synthetic BankTransfer transaction,SYNTH_UPI_SWITCH
TXN0000172,2022-12-04 09:39:14,ACC006091,ACC000392,27911.09,INR,BankTransfer,Internet Banking,,LOC004210,REF9463450744,Completed,Synthetic BankTransfer transaction,SYNTH_UPI_SWITCH
TXN0000173,2019-11-11 05:19:55,ACC000907,ACC007093,42145.16,INR,Card,API,MER00043,LOC001757,REF5416468610,Completed,Synthetic Card transaction,SYNTH_CARD_SYSTEM
TXN0000174,2024-02-09 03:04:14,ACC001449,ACC001777,25668.29,INR,UPI,ATM,MER00994,LOC003035,REF9894680836,Completed,Synthetic UPI transaction,SYNTH_BANK_CORE
TXN0000175,2021-06-29 08:26:15,ACC004737,ACC004479,2190231.31,INR,RTGS,Mobile,,LOC000400,REF9643954305,Completed,Synthetic RTGS transaction,SYNTH_UPI_SWITCH
TXN0000176,2019-10-15 16:45:29,ACC002681,ACC007877,84655.64,INR,IMPS,API,,LOC002095,REF7661044005,Completed,Synthetic IMPS transaction,SYNTH_UPI_SWITCH
TXN0000177,2024-09-11 11:19:26,ACC001722,ACC007069,390268.69,INR,NEFT,POS,,LOC001655,REF4249989959,Completed,Synthetic NEFT transaction,SYNTH_LEGACY_FINANCE
TXN0000178,2025-03-04 06:36:30,ACC006200,ACC008038,25397.55,INR,UPI,POS,MER02750,LOC004992,REF1107550428,Completed,Synthetic UPI transaction,SYNTH_NEFT_RTGS
TXN0000179,2024-06-20 15:34:25,ACC009827,ACC003477,317296.02,INR,NEFT,Internet Banking,,LOC004219,REF4652553744,Completed,Synthetic NEFT transaction,SYNTH_LEGACY_FINANCE
TXN0000180,2024-05-03 05:17:40,ACC000820,ACC001244,55123.10,INR,IMPS,Internet Banking,,LOC001013,REF5151896307,Completed,Synthetic IMPS transaction,SYNTH_LEGACY_FINANCE
TXN0000181,2025-04-13 13:37:58,ACC000783,ACC007866,188677.87,INR,IMPS,API,,LOC001008,REF6086857596,Completed,Synthetic IMPS transaction,SYNTH_BANK_CORE
TXN0000182,2019-11-21 12:30:05,ACC000333,ACC005320,358477.08,INR,NEFT,Internet Banking,,LOC004442,REF6388406570,Completed,Synthetic NEFT transaction,SYNTH_LEGACY_FINANCE
TXN0000183,2023-04-22 15:24:11,ACC007797,ACC005691,20954.37,INR,Card,POS,MER00135,LOC003079,REF6564990167,Completed,Synthetic Card transaction,SYNTH_UPI_SWITCH
TXN0000184,2022-09-29 23:40:56,ACC007417,ACC003014,95913.44,INR,BankTransfer,POS,,LOC003204,REF7006476683,Failed,Synthetic BankTransfer transaction,SYNTH_LEGACY_FINANCE
TXN0000185,2019-05-20 15:55:52,ACC001197,ACC003367,25142.49,INR,Card,Mobile,MER01048,LOC004772,REF8086955006,Completed,Synthetic Card transaction,SYNTH_CARD_SYSTEM
TXN0000186,2020-05-30 06:43:47,ACC000532,ACC006462,188706.66,INR,IMPS,API,,LOC003449,REF1084731863,Completed,Synthetic IMPS transaction,SYNTH_BANK_CORE
TXN0000187,2026-07-18 18:13:38,ACC000643,ACC003906,45064.25,INR,UPI,POS,MER01463,LOC004273,REF2949256054,Completed,Synthetic UPI transaction,SYNTH_LEGACY_FINANCE
TXN0000188,2021-06-19 22:11:48,ACC000717,ACC009693,61186.83,INR,UPI,ATM,MER02368,LOC004899,REF2606222037,Completed,Synthetic UPI transaction,SYNTH_NEFT_RTGS
TXN0000189,2023-02-07 00:49:42,ACC008977,ACC000132,281471.35,INR,BankTransfer,Internet Banking,,LOC001093,REF1598114496,Completed,Synthetic BankTransfer transaction,SYNTH_LEGACY_FINANCE
TXN0000190,2025-09-09 00:13:55,ACC001777,ACC009868,83053.63,INR,BankTransfer,Branch,,LOC001539,REF9916845882,Completed,Synthetic BankTransfer transaction,SYNTH_LEGACY_FINANCE
TXN0000191,2022-01-27 10:08:30,ACC001656,ACC000456,39317.60,INR,Card,POS,MER02593,LOC001492,REF1716147544,Completed,Synthetic Card transaction,SYNTH_UPI_SWITCH
TXN0000192,2025-07-12 00:56:54,ACC002395,ACC002767,313671.91,INR,NEFT,ATM,,LOC002984,REF8533030497,Completed,Synthetic NEFT transaction,SYNTH_CARD_SYSTEM
TXN0000193,2022-03-03 01:18:13,ACC006893,ACC004845,36784.91,INR,UPI,ATM,MER01526,LOC003306,REF5430305746,Completed,Synthetic UPI transaction,SYNTH_CARD_SYSTEM
TXN0000194,2024-12-08 07:28:06,ACC005547,ACC009847,2046297.73,INR,RTGS,Internet Banking,,LOC002578,REF7962230401,Completed,Synthetic RTGS transaction,SYNTH_LEGACY_FINANCE
TXN0000195,2023-05-09 03:45:50,ACC009499,ACC006404,17430.52,INR,CashDeposit,ATM,,LOC003785,REF3309666074,Completed,Synthetic CashDeposit transaction,SYNTH_LEGACY_FINANCE
TXN0000196,2024-03-03 03:00:41,ACC003453,ACC009623,318947.96,INR,NEFT,Mobile,,LOC000895,REF1773781390,Completed,Synthetic NEFT transaction,SYNTH_BANK_CORE
TXN0000197,2019-02-04 13:59:24,ACC000049,ACC001427,13417.60,INR,UPI,API,MER00821,LOC001727,REF7823884147,Completed,Synthetic UPI transaction,SYNTH_UPI_SWITCH
TXN0000198,2025-03-08 11:52:49,ACC003156,ACC006097,18942.11,INR,UPI,ATM,MER00839,LOC001412,REF8501641352,Completed,Synthetic UPI transaction,SYNTH_CARD_SYSTEM
TXN0000199,2023-12-21 01:24:45,ACC002317,ACC005005,273570.22,INR,BankTransfer,API,,LOC002902,REF9861488072,Completed,Synthetic BankTransfer transaction,SYNTH_LEGACY_FINANCE
TXN0000200,2024-05-14 09:24:42,ACC009870,ACC009190,425035.47,INR,NEFT,Internet Banking,,LOC004277,REF4824160200,Completed,Synthetic NEFT transaction,SYNTH_BANK_CORE
TXN0000201,2022-08-31 09:35:18,ACC007061,ACC005884,42482.58,INR,UPI,Branch,MER00721,LOC002652,REF9277107796,Completed,Synthetic UPI transaction,SYNTH_LEGACY_FINANCE
TXN0000202,2023-12-19 07:47:08,ACC004539,ACC006308,199649.19,INR,IMPS,ATM,,LOC003849,REF6973172922,Completed,Synthetic IMPS transaction,SYNTH_UPI_SWITCH
TXN0000203,2022-02-19 20:48:55,ACC002227,ACC009767,60180.72,INR,UPI,ATM,MER01879,LOC004236,REF7661385181,Completed,Synthetic UPI transaction,SYNTH_LEGACY_FINANCE
TXN0000204,2025-06-12 12:49:35,ACC000447,ACC006508,102662.27,INR,IMPS,Mobile,,LOC004709,REF6952470760,Completed,Synthetic IMPS transaction,SYNTH_NEFT_RTGS
TXN0000205,2024-08-29 04:07:49,ACC003515,ACC004753,305961.82,INR,NEFT,API,,LOC002725,REF9947238107,Completed,Synthetic NEFT transaction,SYNTH_BANK_CORE
TXN0000206,2022-05-23 11:27:31,ACC008350,ACC002166,37140.31,INR,UPI,Mobile,MER02650,LOC004032,REF4494926293,Completed,Synthetic UPI transaction,SYNTH_NEFT_RTGS
TXN0000207,2021-09-07 20:11:40,ACC001561,ACC005848,184286.51,INR,IMPS,POS,,LOC003172,REF9979707674,Pending,Synthetic IMPS transaction,SYNTH_BANK_CORE
TXN0000208,2022-06-23 23:38:51,ACC006506,ACC004859,24259.65,INR,UPI,Mobile,MER00418,LOC001180,REF6785653497,Completed,Synthetic UPI transaction,SYNTH_LEGACY_FINANCE
TXN0000209,2025-04-03 18:18:08,ACC001923,ACC006672,38245.94,INR,Card,POS,MER01464,LOC001439,REF7839862752,Completed,Synthetic Card transaction,SYNTH_BANK_CORE
TXN0000210,2021-06-02 20:24:06,ACC003565,ACC004022,36178.95,INR,Card,POS,MER02376,LOC000887,REF6423909752,Completed,Synthetic Card transaction,SYNTH_CARD_SYSTEM
TXN0000211,2020-08-31 22:21:17,ACC008287,ACC003600,4932.91,INR,UPI,POS,MER01007,LOC001163,REF5105171237,Completed,Synthetic UPI transaction,SYNTH_BANK_CORE
TXN0000212,2026-01-04 12:56:12,ACC008541,ACC009474,18979.29,INR,CashWithdrawal,POS,,LOC003494,REF5745959887,Completed,Synthetic CashWithdrawal transaction,SYNTH_CARD_SYSTEM
TXN0000213,2021-12-27 22:01:41,ACC006055,ACC001812,178535.37,INR,IMPS,ATM,,LOC002782,REF5867781830,Completed,Synthetic IMPS transaction,SYNTH_UPI_SWITCH
TXN0000214,2025-11-19 14:37:26,ACC008319,ACC003133,78180.48,INR,CashDeposit,Mobile,,LOC001782,REF3736563392,Completed,Synthetic CashDeposit transaction,SYNTH_UPI_SWITCH
TXN0000215,2025-01-22 21:05:10,ACC008467,ACC004754,58717.78,INR,UPI,Mobile,MER02172,LOC002475,REF1577260708,Completed,Synthetic UPI transaction,SYNTH_BANK_CORE
TXN0000216,2023-07-25 16:50:12,ACC008665,ACC005953,64000.39,INR,UPI,API,MER01200,LOC001583,REF7762726278,Completed,Synthetic UPI transaction,SYNTH_BANK_CORE
TXN0000217,2023-04-29 16:32:17,ACC000635,ACC009130,489927.31,INR,RTGS,Mobile,,LOC004480,REF9886410100,Completed,Synthetic RTGS transaction,SYNTH_UPI_SWITCH
TXN0000218,2021-11-02 07:29:08,ACC000763,ACC000312,110068.79,INR,BankTransfer,Internet Banking,,LOC001561,REF9034845811,Completed,Synthetic BankTransfer transaction,SYNTH_BANK_CORE
TXN0000219,2024-09-08 17:40:59,ACC005906,ACC005524,198002.26,INR,IMPS,ATM,,LOC001552,REF9350683214,Completed,Synthetic IMPS transaction,SYNTH_UPI_SWITCH
TXN0000220,2020-08-31 14:20:15,ACC001384,ACC004271,87481.56,INR,CashDeposit,Mobile,,LOC001818,REF2402765934,Completed,Synthetic CashDeposit transaction,SYNTH_LEGACY_FINANCE
TXN0000221,2023-11-09 14:35:16,ACC003635,ACC002229,2045206.77,INR,RTGS,POS,,LOC000800,REF9843242739,Completed,Synthetic RTGS transaction,SYNTH_BANK_CORE
TXN0000222,2019-07-07 04:38:56,ACC005002,ACC009310,27990.74,INR,CashWithdrawal,POS,,LOC002309,REF2997652088,Completed,Synthetic CashWithdrawal transaction,SYNTH_UPI_SWITCH
TXN0000223,2024-10-24 06:58:36,ACC008426,ACC008785,3829.58,INR,UPI,Mobile,MER01090,LOC000835,REF5401965566,Reversed,Synthetic UPI transaction,SYNTH_NEFT_RTGS
TXN0000224,2025-06-11 06:10:25,ACC000888,ACC005231,94885.70,INR,IMPS,Internet Banking,,LOC000007,REF1993765950,Completed,Synthetic IMPS transaction,SYNTH_UPI_SWITCH
TXN0000225,2020-01-02 01:18:09,ACC007709,ACC001960,77470.31,INR,NEFT,API,,LOC004722,REF5477201737,Completed,Synthetic NEFT transaction,SYNTH_CARD_SYSTEM
TXN0000226,2020-12-26 21:28:30,ACC002059,ACC009965,35514.53,INR,UPI,Branch,MER00949,LOC002926,REF7284559971,Completed,Synthetic UPI transaction,SYNTH_CARD_SYSTEM
TXN0000227,2020-02-06 08:05:28,ACC002731,ACC007317,16174.51,INR,UPI,ATM,MER02597,LOC002453,REF6732835615,Completed,Synthetic UPI transaction,SYNTH_UPI_SWITCH
TXN0000228,2026-04-11 10:15:35,ACC009647,ACC001774,9669.53,INR,Card,Internet Banking,MER01473,LOC003384,REF2004606030,Completed,Synthetic Card transaction,SYNTH_LEGACY_FINANCE
TXN0000229,2025-07-19 09:18:41,ACC009688,ACC004121,154714.06,INR,IMPS,Internet Banking,,LOC002401,REF9610927484,Completed,Synthetic IMPS transaction,SYNTH_CARD_SYSTEM
TXN0000230,2022-05-07 16:37:11,ACC008865,ACC008601,12663.89,INR,Card,POS,MER00288,LOC004865,REF8970907834,Completed,Synthetic Card transaction,SYNTH_BANK_CORE
TXN0000231,2021-06-07 06:59:04,ACC000731,ACC007294,55942.28,INR,UPI,Branch,MER02795,LOC002550,REF2396416471,Completed,Synthetic UPI transaction,SYNTH_BANK_CORE
TXN0000232,2021-11-18 08:45:22,ACC000041,ACC003960,35263.89,INR,Card,API,MER00767,LOC004141,REF4265354477,Completed,Synthetic Card transaction,SYNTH_LEGACY_FINANCE
TXN0000233,2023-12-31 05:10:58,ACC001098,ACC003039,116587.32,INR,NEFT,POS,,LOC000531,REF6238635424,Completed,Synthetic NEFT transaction,SYNTH_CARD_SYSTEM
TXN0000234,2021-10-13 20:07:37,ACC002879,ACC009319,247275.90,INR,BankTransfer,API,,LOC002256,REF5359145706,Completed,Synthetic BankTransfer transaction,SYNTH_CARD_SYSTEM
TXN0000235,2025-05-14 12:45:33,ACC006147,ACC009853,36335.87,INR,UPI,ATM,MER01535,LOC002527,REF8245952775,Completed,Synthetic UPI transaction,SYNTH_CARD_SYSTEM
TXN0000236,2026-04-10 15:05:59,ACC008679,ACC005685,31402.51,INR,UPI,Mobile,MER01197,LOC003398,REF8856437201,Completed,Synthetic UPI transaction,SYNTH_UPI_SWITCH
TXN0000237,2023-12-21 14:04:29,ACC008341,ACC007338,2498648.37,INR,RTGS,POS,,LOC004553,REF7820633169,Completed,Synthetic RTGS transaction,SYNTH_UPI_SWITCH
TXN0000238,2026-06-23 03:51:59,ACC004365,ACC004401,52532.55,INR,UPI,ATM,MER01603,LOC004008,REF9963526077,Completed,Synthetic UPI transaction,SYNTH_NEFT_RTGS
TXN0000239,2021-10-25 16:53:04,ACC007659,ACC009842,154947.88,INR,IMPS,Mobile,,LOC004075,REF3194992816,Completed,Synthetic IMPS transaction,SYNTH_CARD_SYSTEM
TXN0000240,2026-07-13 03:22:02,ACC006704,ACC008262,169415.96,INR,IMPS,ATM,,LOC000350,REF6032721913,Completed,Synthetic IMPS transaction,SYNTH_LEGACY_FINANCE
TXN0000241,2022-12-12 12:55:02,ACC008933,ACC002932,432408.66,INR,NEFT,Branch,,LOC001298,REF2976145006,Completed,Synthetic NEFT transaction,SYNTH_LEGACY_FINANCE
TXN0000242,2024-10-26 16:36:46,ACC000420,ACC003346,271265.59,INR,NEFT,ATM,,LOC000699,REF6531936859,Completed,Synthetic NEFT transaction,SYNTH_BANK_CORE
TXN0000243,2019-06-19 12:22:32,ACC003257,ACC000633,30681.58,INR,Card,POS,MER00277,LOC000384,REF9879460056,Completed,Synthetic Card transaction,SYNTH_NEFT_RTGS
TXN0000244,2020-02-19 03:41:15,ACC009101,ACC004466,35096.84,INR,Card,API,MER02325,LOC004765,REF8141371641,Completed,Synthetic Card transaction,SYNTH_BANK_CORE
TXN0000245,2020-05-29 15:46:49,ACC003295,ACC005595,275261.06,INR,NEFT,POS,,LOC003426,REF8526570524,Completed,Synthetic NEFT transaction,SYNTH_BANK_CORE
TXN0000246,2025-10-06 02:53:20,ACC004856,ACC002890,17365.75,INR,UPI,Branch,MER02633,LOC003338,REF2499723075,Completed,Synthetic UPI transaction,SYNTH_UPI_SWITCH
TXN0000247,2023-11-21 11:13:24,ACC000787,ACC002024,41157.27,INR,IMPS,API,,LOC000286,REF6123395850,Completed,Synthetic IMPS transaction,SYNTH_NEFT_RTGS
TXN0000248,2021-02-02 14:35:57,ACC007278,ACC007432,88306.66,INR,IMPS,Mobile,,LOC001557,REF5165137619,Completed,Synthetic IMPS transaction,SYNTH_LEGACY_FINANCE
TXN0000249,2022-06-04 07:37:20,ACC002156,ACC006309,38578.30,INR,Card,Mobile,MER02867,LOC002563,REF7235543012,Completed,Synthetic Card transaction,SYNTH_CARD_SYSTEM
TXN0000250,2020-04-08 08:05:18,ACC009674,ACC008511,68096.78,INR,UPI,API,MER01957,LOC001446,REF1690131397,Completed,Synthetic UPI transaction,SYNTH_NEFT_RTGS
TXN0000251,2025-11-24 18:00:14,ACC001106,ACC006488,93268.67,INR,IMPS,Internet Banking,,LOC003969,REF9476902269,Completed,Synthetic IMPS transaction,SYNTH_UPI_SWITCH
TXN0000252,2022-09-06 06:16:11,ACC003321,ACC008010,52249.77,INR,UPI,POS,MER00110,LOC000211,REF9887763554,Completed,Synthetic UPI transaction,SYNTH_UPI_SWITCH
TXN0000253,2026-02-14 18:21:12,ACC001985,ACC002931,338523.21,INR,NEFT,Mobile,,LOC002967,REF4758241649,Completed,Synthetic NEFT transaction,SYNTH_LEGACY_FINANCE
TXN0000254,2023-03-11 19:11:36,ACC002517,ACC009730,94262.81,INR,IMPS,Internet Banking,,LOC003097,REF3785588261,Completed,Synthetic IMPS transaction,SYNTH_UPI_SWITCH
TXN0000255,2024-07-01 04:22:38,ACC006848,ACC003326,5954.11,INR,Card,Mobile,MER00698,LOC004507,REF7204903074,Completed,Synthetic Card transaction,SYNTH_LEGACY_FINANCE
TXN0000256,2026-05-10 11:08:11,ACC001429,ACC000642,51495.64,INR,CashWithdrawal,Branch,,LOC003511,REF7419886628,Completed,Synthetic CashWithdrawal transaction,SYNTH_LEGACY_FINANCE
TXN0000257,2023-01-30 15:20:32,ACC001781,ACC001336,194888.26,INR,IMPS,Mobile,,LOC000519,REF7567292691,Completed,Synthetic IMPS transaction,SYNTH_UPI_SWITCH
TXN0000258,2019-02-02 00:18:26,ACC003308,ACC001102,5504.30,INR,UPI,Internet Banking,MER02224,LOC000394,REF5313411945,Completed,Synthetic UPI transaction,SYNTH_UPI_SWITCH
TXN0000259,2022-09-13 23:22:15,ACC002485,ACC000480,102175.87,INR,IMPS,Internet Banking,,LOC000085,REF9414094303,Completed,Synthetic IMPS transaction,SYNTH_UPI_SWITCH
TXN0000260,2026-01-06 19:47:44,ACC005002,ACC007045,47706.41,INR,CashWithdrawal,Mobile,,LOC003127,REF3944133163,Completed,Synthetic CashWithdrawal transaction,SYNTH_BANK_CORE
TXN0000261,2025-03-25 19:39:52,ACC001151,ACC001253,164016.54,INR,IMPS,Branch,,LOC003085,REF1337433844,Completed,Synthetic IMPS transaction,SYNTH_LEGACY_FINANCE
TXN0000262,2021-08-30 20:06:11,ACC008110,ACC002811,1516.28,INR,Card,POS,MER02051,LOC000909,REF6597004962,Completed,Synthetic Card transaction,SYNTH_BANK_CORE
TXN0000263,2022-03-10 02:14:41,ACC007542,ACC003310,7961.21,INR,CashDeposit,ATM,,LOC001345,REF1949535682,Completed,Synthetic CashDeposit transaction,SYNTH_BANK_CORE
TXN0000264,2021-11-18 14:55:19,ACC000872,ACC005694,114053.13,INR,IMPS,POS,,LOC003355,REF6376269779,Completed,Synthetic IMPS transaction,SYNTH_LEGACY_FINANCE
TXN0000265,2021-01-13 18:54:17,ACC003462,ACC006944,66315.38,INR,UPI,ATM,MER02174,LOC000391,REF1037308081,Completed,Synthetic UPI transaction,SYNTH_UPI_SWITCH
TXN0000266,2019-03-29 12:58:17,ACC004791,ACC006693,42401.82,INR,UPI,Mobile,MER01711,LOC004622,REF7064065610,Completed,Synthetic UPI transaction,SYNTH_NEFT_RTGS
TXN0000267,2026-03-21 23:36:26,ACC006639,ACC007819,133766.30,INR,BankTransfer,ATM,,LOC000124,REF7035657320,Completed,Synthetic BankTransfer transaction,SYNTH_NEFT_RTGS
TXN0000268,2022-01-30 09:14:13,ACC006353,ACC005671,34376.40,INR,Card,Mobile,MER01568,LOC003252,REF6956679210,Completed,Synthetic Card transaction,SYNTH_BANK_CORE
TXN0000269,2024-10-10 13:44:48,ACC001564,ACC001252,123682.11,INR,IMPS,Branch,,LOC002018,REF9356561073,Completed,Synthetic IMPS transaction,SYNTH_NEFT_RTGS
TXN0000270,2021-03-06 11:11:34,ACC005669,ACC002083,1720942.92,INR,RTGS,Internet Banking,,LOC004495,REF4121970935,Completed,Synthetic RTGS transaction,SYNTH_BANK_CORE
TXN0000271,2022-02-20 07:14:23,ACC000187,ACC002625,13829.97,INR,UPI,Branch,MER00248,LOC000275,REF6866121910,Completed,Synthetic UPI transaction,SYNTH_NEFT_RTGS
TXN0000272,2024-05-11 06:35:49,ACC007407,ACC002274,849917.16,INR,RTGS,API,,LOC004984,REF2973483487,Completed,Synthetic RTGS transaction,SYNTH_UPI_SWITCH
TXN0000273,2021-09-06 03:31:28,ACC002323,ACC000760,22490.98,INR,IMPS,API,,LOC004785,REF6069239673,Completed,Synthetic IMPS transaction,SYNTH_LEGACY_FINANCE
TXN0000274,2019-05-10 00:35:14,ACC000827,ACC001167,59683.20,INR,UPI,ATM,MER02191,LOC004628,REF1102330014,Completed,Synthetic UPI transaction,SYNTH_LEGACY_FINANCE
TXN0000275,2020-03-11 17:17:51,ACC008181,ACC008308,50168.75,INR,UPI,POS,MER00885,LOC004793,REF2362598137,Completed,Synthetic UPI transaction,SYNTH_NEFT_RTGS
TXN0000276,2024-04-12 07:22:23,ACC008621,ACC006613,10654.22,INR,UPI,Branch,MER01703,LOC004784,REF5888817737,Completed,Synthetic UPI transaction,SYNTH_CARD_SYSTEM
TXN0000277,2025-09-20 01:55:59,ACC004900,ACC006247,31018.22,INR,UPI,API,MER00847,LOC004428,REF2086637080,Completed,Synthetic UPI transaction,SYNTH_CARD_SYSTEM
